,root_term,CUI,CUI_name,root_list
3428,heart disease,C3164826,Common arterial trunk with isolated pulmonary artery,False
3429,heart disease,C3164516,Atrioventricular septal defect with ventricular component under superior bridging leaflet without chordal attachment to ventricular septal crest,False
3430,heart disease,C3164517,Congenital abnormality of mitral subvalvular apparatus,False
3431,heart disease,C3164681,Hypoplasia of infundibular septum,False
3432,heart disease,C3164820,Anterior-posterior orientation of bicuspid pulmonary valve,False
3433,heart disease,C3164703;C3165004,Congenital abnormality of left atrioventricular valve in double inlet ventricle,False
3434,heart disease,C3163972;C3164768;C3164843,Overriding ventriculoarterial valve,False
3435,heart disease,C3165001,Hypoplasia of trabecular portion of right ventricle,False
3436,heart disease,C3164666;C3164596,Aortico-left ventricular tunnel with extracardiac aneurysm of aortic wall,False
3437,heart disease,C3164832;C3164940,Absence of mitral chordae tendinae,False
3438,heart disease,C3165108,Hepatic vein to left sided atrium,False
3439,heart disease,C3165109,Hepatic vein to right sided atrium,False
3440,heart disease,C3165110,Hepatic vein to left atrium and right atrium,False
3441,heart disease,C3164705;C3165025;C3165027,Imperforate ventriculoarterial valve,False
3442,heart disease,C3165063,Congenital abnormality of right atrioventricular valve leaflet in double inlet ventricle,False
3443,heart disease,C3165064,Congenital abnormality of right atrioventricular valve papillary muscle in double inlet ventricle,False
3444,heart disease,C3164905,Hypoplasia of right atrioventricular valve annulus in double inlet ventricle,False
3445,heart disease,C3165078,Ebstein's anomaly of left atrioventricular valve in functionally univentricular heart,False
3446,heart disease,C3165079,Ebstein's anomaly of right atrioventricular valve in functionally univentricular heart,False
3447,heart disease,C3164703,Congenital abnormality of left atrioventricular valve chordae tendinae in double inlet ventricle,False
3448,heart disease,C3164756,Congenital billowing of mitral valve leaflet,False
3449,heart disease,C3163718,Left ventricular outflow tract obstruction due to prolapsed arterial valve,False
3450,heart disease,C3164894,Eccentric opening of tricuspid aortic valve,False
3451,heart disease,C3164895,Eccentric opening of tricuspid pulmonary valve,False
3452,heart disease,C3164860,Absence of pulmonary valve cusp,False
3453,heart disease,C3164518,Right ventricular outflow tract obstruction due to septal hypertrophy,False
3454,heart disease,C3164519,Commissural fusion of truncal valve,False
3455,heart disease,C3164714,Right-left orientation of bicuspid pulmonary valve,False
3456,heart disease,C3165075,Ebstein's anomaly of tricuspid valve with atrialization of right ventricular chamber,False
3457,heart disease,C3165002,Doubly committed ventricular septal defect in double outlet ventriculoarterial connection,False
3458,heart disease,C0344939;C0344940;C3164058,Muscular ventricular septal defect in trabecular septum,False
3459,heart disease,C3165177,Hypoplasia of left atrioventricular valve annulus in double inlet ventricle,False
3460,heart disease,C3165203,Hypoplasia of mitral valve annulus,False
3461,heart disease,C3164684,Congenital abnormality of right atrioventricular valve chordae tendinae in double inlet ventricle,False
3462,heart disease,C3164684;C3164685;C3165063;C3165064,Congenital abnormality of right atrioventricular valve in double inlet ventricle,False
3463,heart disease,C3164903,Right ventricular outflow tract obstruction due to abnormal cardiac muscle bands,False
3464,heart disease,C3165193,Hypoplasia of trabecular portion of left ventricle,False
3465,heart disease,C3164702,Hypoplasia of pulmonary cusps of absent pulmonary valve type,False
3466,heart disease,C3164521,Atrioventricular septal defect with ventricular component under inferior bridging leaflet with chords to crest ventricular septum,False
3467,heart disease,C3164719,Congenital abnormality of atrioventricular valve leaflet in atrioventricular septal defect,False
3468,heart disease,C3165011,Congenital abnormality of atrioventricular valve papillary muscle in atrioventricular septal defect,False
3469,heart disease,C3165212,Confluent muscular ventricular septal defect,False
3470,heart disease,C3164667,Aortico-left ventricular tunnel with intracardiac aneurysm of septal portion,False
3471,heart disease,C3163744;C3164145;C3164921,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber communication,False
3472,heart disease,C3164779;C3164037;C3164778,Divided left atrium with some pulmonary veins to proximal chamber draining to right atrium,False
3473,heart disease,C3163738;C3164036;C3164779;C3163739,Cor triatriatum with some pulmonary veins to proximal chamber draining to left atrium,False
3474,heart disease,C3165021,Divided left atrium with all pulmonary veins to proximal chamber without communication to left atrium with extracardiac pulmonary venous chamber communication,False
3475,heart disease,C3164927,Divided left atrium with all pulmonary veins to proximal chamber without communication to left atrium with pulmonary venous chamber communication to right atrium,False
3476,heart disease,C3165157,Congenital abnormality of great cardiac vein,False
3477,heart disease,C3164225,Abnormal attachment of tricuspid chordae tendinae,False
3478,heart disease,C3164443;C3164161;C3164444,Atrioventricular septal defect with atrioventricular valve regurgitation through left septal commissure,False
3479,heart disease,C3164444,Atrioventricular septal defect with atrioventricular valve regurgitation through left superior bridging leaflet lateral mural commissure,False
3480,heart disease,C3164101,Right superior caval vein connecting to coronary sinus and then to left sided atrium,False
3481,heart disease,C3164161,Atrioventricular septal defect with atrioventricular valve regurgitation through left inferior bridging leaflet lateral mural commissure,False
3482,heart disease,C3163872;C3163743;C3163873,Malattachment of atrial septum,False
3483,heart disease,C3164089;C3164449;C3164450;C3164451,Atrioventricular septal defect with atrioventricular valve regurgitation through right septal commissure,False
3484,heart disease,C3164921,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber communication to right atrium,False
3485,heart disease,C3165025,Imperforate left ventriculoarterial valve,False
3486,heart disease,C3165027,Imperforate right ventriculoarterial valve,False
3487,heart disease,C3163707,Right ventricular outflow tract obstruction due to septoparietal trabeculation,False
3488,heart disease,C3165152;C3164056,Right superior caval vein persisting to coronary sinus and then to right sided atrium,False
3489,heart disease,C3164486,Congenital abnormality of anterior cardiac vein,False
3490,heart disease,C3164610,Obstructed interchordal space of tricuspid chordae tendinae,False
3491,heart disease,C3164449,Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior inferior mural commissure,False
3492,heart disease,C3164450,Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior superior bridging leaflet commissure,False
3493,heart disease,C3164451,Atrioventricular septal defect with atrioventricular valve regurgitation through right inferior bridging leaflet inferior mural commissure,False
3494,heart disease,C3164940,Absence of primary mitral chordae tendinae,False
3495,heart disease,C3163972,Overriding left ventriculoarterial valve,False
3496,heart disease,C3164768,Overriding right ventriculoarterial valve,False
3497,heart disease,C3163744,Divided left atrium with all pulmonary veins to proximal chamber and then to left atrium with additional pulmonary venous chamber extracardiac communication,False
3498,heart disease,C3164036;C3164779,Divided left atrium with some pulmonary veins to proximal chamber draining to left atrium and others connecting directly to left atrium,False
3499,heart disease,C3163739;C3164778,Divided left atrium with some pulmonary veins to proximal chamber draining to left atrium and others connecting anomalously,False
3500,heart disease,C3164778,Divided left atrium with some pulmonary veins to proximal chamber draining to right atrium and others connecting anomalously,False
3501,heart disease,C3164779,Cor triatriatum with some pulmonary veins to proximal chamber draining to right atrium and others connecting directly to left atrium,False
3502,heart disease,C3163743;C3163873,Malattachment of atrial septum with posterior aspect of septum primum to left,False
3503,heart disease,C3163743,Malattachment of atrial septum with superior aspect of septum primum to left and posterior,False
3504,heart disease,C0345115;C3472165;C3531983,Anomalous origin of right coronary artery from pulmonary artery,False
3505,heart disease,C0345116;C1735886;C3472167;C3531849;C3531983,Anomalous origin of left coronary artery from pulmonary artery,False
3506,heart disease,C3472167,Anomalous origin of left anterior descending coronary artery from pulmonary artery,False
3507,heart disease,C0152424;C0344804;C2919547;C0397486;C0397487,Common ventricle,False
3508,heart disease,C3531849,Anomalous origin of left circumflex coronary artery from pulmonary artery,False
3509,heart disease,C3531896,Fatal congenital nonlysosomal heart glycogenosis,False
3510,heart disease,C3531898,Congenital atresia of left main stem coronary artery,False
3511,heart disease,C3531899,Anomalous origin of accessory coronary artery from pulmonary artery,False
3512,heart disease,C3531961,Anomalous origin of dual left anterior descending coronary arteries from right coronary artery and left coronary artery,False
3513,heart disease,C3531962,Anomalous origin of large conus artery from right coronary artery,False
3514,heart disease,C3531969,Anomalous origin of conus artery from separate aortic sinus orifice,False
3515,heart disease,C3531976,Anomalous origin of coronary arteries from anterior aortic sinus,False
3516,heart disease,C3531977,Anomalous origin of coronary arteries from both aortic sinuses of bicuspid valve,False
3517,heart disease,C0345112;C3531961;C3532207;C3531978;C3532138;C3532208;C3532210;C3532211,Anomalous origin of right coronary artery from left anterior descending coronary artery,False
3518,heart disease,C3531979;C0265900;C3532207;C3532208;C3532210;C3532211;C3531989,Anomalous origin of right coronary artery from left circumflex coronary artery,False
3519,heart disease,C3531979;C3531980;C3531987;C3532026;C3532209;C0265900;C3531961;C0345112;C3532207;C3532028;C3531983;C3531978;C3532025;C3532138;C3532205;C3532206;C3532208;C3532210;C3532211;C3531989,Anomalous origin of left coronary artery from right coronary artery,False
